house_id,area_sqft,bedrooms,bathrooms,stories,garage_spaces,age_years,distance_to_center_km,neighborhood,has_pool,has_garden,school_rating,crime_index,renovated,price
701,1677,3,3,2,1,14,26.0,Hillcrest,0,1,4,9.8,0,164100
702,2089,3,2,1,2,53,2.8,Old Town,0,1,2,9.5,0,202600
703,2429,5,3,2,1,21,3.6,Hillcrest,1,0,4,6.4,1,356900
704,867,3,3,1,2,55,2.3,Downtown,0,0,4,5.1,0,171400
705,2352,4,4,2,2,27,4.3,Old Town,0,1,3,6.2,1,313100
706,2107,4,3,2,1,24,3.7,Old Town,1,1,1,9.4,0,252200
707,1638,5,5,1,1,19,2.8,Old Town,0,1,1,4.1,0,234100
708,2572,3,2,1,1,48,15.5,Old Town,1,1,10,4.2,1,302200
709,1904,3,3,1,2,29,10.3,Riverside,0,0,7,6.9,1,279000
710,2511,2,1,1,2,33,7.2,Green Valley,0,0,8,5.9,0,342800
711,1474,3,2,2,1,33,0.5,Downtown,0,0,3,6.6,0,241900
712,1323,4,3,1,1,58,2.7,Lakeside,0,1,8,6.0,0,271700
713,2474,5,3,2,2,56,6.4,Lakeside,0,0,6,6.6,0,391900
714,2990,3,2,3,0,37,2.1,Old Town,0,1,3,1.4,1,337200
715,2149,4,2,3,3,34,14.5,Green Valley,0,0,9,6.2,0,344900
716,2290,3,2,2,3,54,11.7,Green Valley,0,1,9,8.4,1,320100
717,1539,4,4,1,2,44,8.8,Hillcrest,0,0,5,8.7,0,225100
718,1071,3,2,1,2,13,8.4,Downtown,0,1,10,5.7,0,233000
719,1676,3,2,1,0,54,2.1,Hillcrest,0,0,2,2.8,0,194100
720,2625,2,1,1,0,6,11.8,Old Town,1,1,5,9.0,1,324000
721,777,3,2,2,0,56,6.8,Riverside,0,1,6,3.1,1,146500
722,1528,2,1,1,1,1,6.3,Hillcrest,0,1,6,3.9,1,266400
723,747,5,3,1,2,35,6.3,Downtown,0,0,3,3.4,0,182100
724,1860,2,1,2,2,38,0.8,Green Valley,1,0,4,9.7,0,237200
725,2281,4,3,1,1,32,3.9,Hillcrest,0,1,3,8.2,0,314600
726,1116,3,2,2,2,25,23.2,Riverside,0,1,2,7.8,0,188200
727,1575,3,2,1,1,55,18.8,Riverside,0,0,7,2.0,0,198900
728,2529,5,3,2,3,10,1.1,Green Valley,0,0,5,4.0,0,440100
729,1751,4,4,1,0,18,14.4,Downtown,0,1,7,4.9,0,309000
730,1118,4,3,2,0,25,12.7,Hillcrest,0,1,9,8.5,0,171100
731,1076,2,2,1,0,19,5.1,Riverside,0,0,9,1.1,0,178700
732,692,3,3,3,1,0,13.8,Hillcrest,0,0,3,6.8,0,186500
733,2225,4,3,1,0,2,8.7,Old Town,0,0,4,3.6,0,254800
734,1390,2,2,1,1,22,5.6,Green Valley,0,1,10,4.3,0,192400
735,2378,4,3,3,0,49,4.7,Downtown,0,1,5,9.3,0,376100
736,2277,4,4,1,2,18,13.7,Green Valley,0,0,2,2.6,0,313000
737,1437,5,5,2,1,10,6.6,Downtown,0,0,4,7.4,0,318000
738,1510,3,2,1,1,13,1.0,Green Valley,1,0,5,2.9,0,296500
739,2228,1,1,3,1,32,5.3,Old Town,1,1,7,2.3,1,284900
740,1882,2,1,2,3,30,22.0,Green Valley,0,1,6,5.7,0,240400
741,1947,4,2,2,3,26,3.1,Downtown,0,1,1,8.7,0,328900
742,894,2,1,2,1,7,2.8,Riverside,1,1,6,4.7,0,205000
743,2294,4,3,1,1,36,12.0,Hillcrest,1,0,8,2.2,0,317300
744,1319,4,3,2,3,12,24.0,Old Town,0,0,7,8.3,0,159900
745,552,3,2,1,1,56,40.0,Downtown,0,0,1,3.7,0,45000
746,1461,4,2,2,2,20,0.5,Downtown,0,1,7,7.9,0,295900
747,2032,2,2,2,2,31,1.2,Lakeside,0,1,8,8.7,1,317400
748,2953,4,2,1,0,55,17.5,Hillcrest,0,1,3,8.2,0,321400
749,1595,3,3,1,1,41,8.6,Lakeside,0,1,5,3.5,0,272900
750,1069,5,5,1,0,17,0.5,Old Town,0,1,7,3.5,0,170500
751,2968,3,2,1,0,41,13.0,Hillcrest,1,1,10,6.2,0,383500
752,1888,2,2,2,2,24,7.4,Green Valley,0,0,10,9.6,1,323600
753,1656,3,3,1,0,57,1.6,Hillcrest,1,1,1,3.9,0,229000
754,1208,3,3,1,1,36,2.2,Old Town,0,1,2,2.1,1,169700
755,1248,2,2,2,2,20,4.0,Green Valley,1,1,9,1.4,1,289900
756,2613,5,5,1,2,55,3.0,Riverside,0,0,4,8.9,0,359500
757,1651,4,3,1,2,16,0.8,Riverside,1,1,1,8.4,1,300900
758,1504,3,2,1,2,22,2.0,Lakeside,0,1,5,8.8,0,278700
759,1520,4,2,2,2,39,26.4,Hillcrest,0,0,5,6.8,0,222100
760,2662,6,4,3,1,48,3.4,Downtown,0,0,9,6.0,0,479800
761,1476,4,4,2,1,54,1.4,Hillcrest,0,1,10,9.2,0,229500
762,2145,3,3,2,2,39,21.4,Green Valley,0,1,9,2.4,0,305000
763,1946,4,2,3,2,26,0.5,Lakeside,1,0,4,1.4,1,396100
764,1932,4,3,2,3,12,30.1,Hillcrest,0,0,8,4.6,0,279100
765,1318,4,2,1,1,15,1.7,Riverside,0,0,5,5.1,1,250400
766,2162,2,2,2,1,50,4.6,Green Valley,0,0,7,4.5,1,320500
767,2685,1,1,1,2,55,18.0,Green Valley,0,1,8,2.3,0,321200
768,1771,3,2,1,2,19,11.2,Downtown,0,1,10,7.1,0,329000
769,1294,3,2,1,1,44,6.0,Riverside,0,1,3,5.8,0,167300
770,1090,4,4,1,2,11,5.5,Old Town,0,0,4,3.3,1,190200
771,1905,2,2,2,0,57,5.0,Hillcrest,0,0,9,6.7,0,244700
772,1650,4,3,1,0,15,4.6,Green Valley,0,1,6,2.6,1,309200
773,1743,2,2,2,2,58,19.5,Riverside,0,0,4,7.9,0,175000
774,1807,3,3,1,0,40,0.9,Downtown,0,1,3,4.1,0,275900
775,988,3,2,3,3,41,1.7,Hillcrest,0,1,10,2.4,0,180200
776,2230,5,3,3,1,44,1.7,Riverside,0,0,4,4.6,0,332600
777,1929,5,5,2,2,39,8.1,Hillcrest,0,0,4,9.0,1,295000
778,1759,1,1,3,1,41,1.0,Green Valley,1,0,3,7.3,0,259400
779,1928,2,2,1,2,5,8.3,Old Town,0,0,8,1.4,1,272700
780,2309,3,2,1,0,24,12.3,Old Town,0,1,4,4.9,1,252800
781,1829,3,3,1,2,19,11.0,Lakeside,1,1,8,9.4,0,359900
782,1332,5,3,2,1,6,6.3,Lakeside,0,1,8,5.8,0,311600
783,2441,4,3,1,1,21,5.1,Downtown,1,1,10,1.3,0,442500
784,1562,3,2,2,3,16,1.8,Riverside,0,0,2,5.4,1,295400
785,1401,4,2,2,1,49,0.5,Riverside,0,0,8,7.6,0,230500
786,941,4,2,1,0,26,15.9,Green Valley,0,1,1,7.1,1,169800
787,1804,5,3,1,1,28,0.6,Old Town,0,1,9,6.8,0,244300
788,1224,5,5,2,2,54,1.2,Old Town,0,1,5,8.6,0,162200
789,1514,3,3,2,2,15,0.5,Old Town,0,0,7,2.0,0,254300
790,2047,4,2,1,2,5,10.4,Green Valley,0,1,3,5.9,0,321400
791,1818,6,4,2,2,9,0.5,Old Town,1,0,7,8.1,0,304400
792,2359,3,2,2,0,41,2.7,Hillcrest,0,1,9,6.8,0,267200
793,1968,4,4,3,2,36,1.8,Riverside,0,1,8,8.7,0,304700
794,1578,3,3,2,1,33,3.4,Lakeside,0,1,10,4.4,1,342100
795,1619,3,2,1,3,34,4.1,Downtown,0,1,3,3.0,0,291000
796,1521,2,2,3,1,15,1.2,Riverside,0,0,9,7.3,0,244400
797,2156,2,1,2,2,28,14.7,Downtown,0,1,4,5.1,1,321500
798,1812,3,2,3,3,5,12.1,Old Town,0,0,5,3.7,0,218000
799,1574,3,2,1,2,14,4.1,Hillcrest,0,0,4,3.6,0,230500
800,2265,3,3,1,2,47,6.1,Old Town,0,0,8,8.1,0,250500
801,1853,4,4,3,1,3,2.5,Green Valley,0,1,7,8.3,0,333500
802,1544,4,4,1,2,41,3.1,Riverside,1,0,4,2.2,0,258300
803,968,4,4,1,1,57,25.6,Riverside,1,1,10,5.4,0,194400
804,2041,4,3,3,1,2,9.6,Old Town,0,1,4,5.6,0,265300
805,1931,3,3,3,1,58,15.1,Downtown,0,1,6,5.3,0,265000
806,1828,4,4,2,1,37,3.6,Old Town,0,0,5,8.2,1,275300
807,1561,4,3,2,1,53,0.5,Old Town,1,1,1,2.3,1,220800
808,1342,4,3,2,1,14,0.6,Hillcrest,0,1,6,1.6,0,244800
809,1675,3,3,2,3,43,8.0,Hillcrest,0,1,5,2.0,0,270500
810,1927,5,3,1,2,32,0.5,Green Valley,0,1,4,9.7,0,292300
811,1730,2,2,1,1,43,12.4,Green Valley,0,1,1,9.9,0,192100
812,1720,1,1,2,2,9,14.1,Old Town,0,1,9,2.8,1,234900
813,1543,4,3,2,2,59,12.7,Hillcrest,0,1,4,3.9,1,205900
814,1986,2,2,1,0,28,4.5,Downtown,1,0,5,8.1,0,297100
815,1928,4,3,1,1,28,12.0,Hillcrest,0,0,1,4.3,0,240100
816,1386,3,3,1,0,22,9.8,Lakeside,0,0,7,6.4,0,241700
817,2218,3,2,1,2,41,13.6,Downtown,0,1,6,5.8,1,338100
818,2235,5,3,1,0,46,16.3,Riverside,0,0,4,4.0,1,295200
819,2247,4,3,1,1,25,3.3,Hillcrest,0,1,5,2.3,0,323000
820,1728,2,2,1,2,34,4.6,Hillcrest,0,0,4,9.1,1,239300
821,1693,5,3,3,1,14,3.3,Lakeside,0,1,9,5.3,1,394300
822,1162,2,1,3,1,52,3.9,Downtown,1,1,6,7.7,0,212300
823,2215,4,4,1,3,48,32.5,Hillcrest,0,1,6,1.4,0,289300
824,625,5,4,1,2,32,0.7,Lakeside,1,1,2,3.3,0,205900
825,1585,4,2,1,1,13,1.8,Hillcrest,0,1,4,9.8,1,271500
826,1613,3,2,1,3,43,5.4,Lakeside,0,1,1,4.1,1,245600
827,2271,5,3,2,3,1,1.5,Hillcrest,0,1,6,7.3,0,390600
828,1800,4,3,1,1,50,3.1,Hillcrest,1,1,5,1.7,1,275000
829,1270,2,2,3,2,24,0.5,Lakeside,0,1,2,5.2,0,274500
830,1015,5,5,2,2,30,5.7,Riverside,0,1,8,7.6,1,281600
831,1399,3,2,1,2,32,8.2,Riverside,0,0,5,3.2,1,237600
832,1859,3,2,2,2,43,10.0,Old Town,0,1,7,9.8,0,179400
833,1830,3,3,2,1,31,0.7,Hillcrest,0,1,2,5.0,0,265200
834,1691,2,2,2,2,48,24.4,Green Valley,0,1,7,7.1,1,169500
835,1424,4,4,1,1,31,32.0,Green Valley,0,1,4,7.9,1,179900
836,1684,3,2,3,2,28,2.4,Downtown,0,0,10,6.1,0,312000
837,2349,2,2,2,0,50,1.3,Downtown,0,1,3,6.6,0,324700
838,1195,3,2,1,2,25,23.5,Green Valley,0,1,7,8.7,1,224300
839,1819,3,2,2,1,40,5.8,Old Town,0,1,9,1.6,1,268200
840,2690,5,5,1,2,17,11.8,Old Town,1,1,6,1.5,0,348700
841,2105,2,2,1,0,5,7.1,Old Town,0,0,1,6.7,1,227100
842,1549,4,3,1,1,0,3.4,Hillcrest,0,1,10,9.1,0,255000
843,2164,4,4,1,0,48,5.0,Downtown,0,0,4,6.4,0,314500
844,1386,4,3,1,0,33,9.2,Old Town,1,1,10,8.4,0,201700
845,1804,3,3,3,2,10,5.0,Green Valley,0,1,4,9.1,1,292500
846,2655,2,1,2,2,23,12.7,Old Town,0,0,4,1.1,0,258100
847,2842,1,1,1,1,11,1.6,Hillcrest,1,1,9,3.4,1,402700
848,860,2,2,1,0,19,17.3,Downtown,0,1,10,2.2,0,175800
849,2185,4,3,2,2,58,2.2,Old Town,0,1,1,6.4,1,249800
850,2872,3,2,1,1,0,1.3,Green Valley,1,0,4,2.1,0,445400
851,1500,3,3,1,2,7,5.9,Lakeside,0,0,3,4.3,0,310700
852,1942,3,3,3,2,19,2.5,Riverside,0,0,1,6.1,1,289800
853,2629,2,1,1,1,38,21.1,Green Valley,1,1,9,6.7,0,329300
854,1529,3,3,2,2,45,7.1,Riverside,1,1,4,5.1,1,249000
855,2049,6,3,2,1,15,29.6,Riverside,1,1,1,2.4,0,321500
856,1767,3,3,1,2,38,4.9,Lakeside,0,0,6,7.2,1,274200
857,741,3,3,1,1,58,6.3,Hillcrest,0,1,5,8.9,0,145200
858,1990,4,4,2,2,11,7.3,Downtown,0,0,6,4.6,0,371700
859,1699,3,2,2,2,44,22.8,Green Valley,0,1,6,5.4,0,227700
860,2310,2,2,1,2,58,2.7,Lakeside,0,1,7,4.2,0,360200
861,2951,3,3,1,1,58,14.1,Old Town,0,1,10,7.5,1,294300
862,2176,5,5,2,3,2,5.7,Downtown,0,1,6,1.2,0,468400
863,1598,2,2,1,2,18,13.8,Green Valley,0,1,10,3.5,0,232400
864,2048,2,1,1,2,39,3.5,Hillcrest,1,1,3,7.2,0,253100
865,1911,4,4,2,0,44,3.4,Downtown,0,1,10,7.4,0,308000
866,2363,2,2,1,2,12,0.5,Riverside,0,0,7,3.5,1,392600
867,1009,2,1,2,2,45,4.3,Hillcrest,0,0,3,9.7,0,108500
868,1159,2,2,2,2,18,5.8,Riverside,0,1,7,3.6,1,252300
869,675,5,5,2,1,46,30.2,Green Valley,0,0,9,1.7,0,154800
870,2134,5,5,2,3,37,9.9,Old Town,0,1,6,1.6,0,273500
871,1790,5,4,2,0,27,1.5,Riverside,0,1,8,7.6,0,280400
872,1448,3,3,1,3,31,12.3,Lakeside,0,1,3,1.4,0,314700
873,1401,5,5,1,3,32,5.5,Old Town,0,0,6,3.8,1,261100
874,1485,2,2,1,2,53,0.8,Riverside,0,0,2,6.3,1,208400
875,1290,3,2,2,1,49,7.5,Hillcrest,1,1,7,7.0,1,232200
876,1623,3,2,2,2,25,5.8,Riverside,0,0,4,3.8,0,271100
877,1528,3,2,1,2,23,0.7,Downtown,0,1,7,3.8,0,269300
878,2564,6,5,1,2,14,6.2,Downtown,0,0,1,8.8,0,429600
879,1978,4,2,2,2,10,25.7,Riverside,0,0,1,7.3,0,257600
880,1350,3,2,2,2,0,4.0,Green Valley,0,1,2,4.3,0,257500
881,1479,4,4,2,1,1,3.6,Old Town,0,0,4,5.4,1,227900
882,2459,4,3,2,3,16,40.0,Green Valley,0,1,8,4.5,0,353900
883,2049,2,1,1,1,10,0.5,Old Town,0,1,1,6.7,0,242200
884,1962,3,2,1,2,55,2.3,Lakeside,0,0,8,1.4,0,351700
885,2196,3,2,2,1,25,4.2,Hillcrest,0,1,1,5.8,0,273000
886,2672,5,5,2,3,39,1.0,Green Valley,1,1,3,3.0,0,427200
887,1130,5,4,1,0,14,4.0,Riverside,0,0,6,4.1,0,223900
888,1390,3,3,2,1,48,3.5,Hillcrest,0,0,10,7.5,1,218600
889,843,6,6,3,0,50,15.9,Lakeside,0,0,1,3.1,1,178500
890,2072,2,2,1,0,11,2.8,Green Valley,0,0,9,5.6,0,323300
891,1592,3,2,2,2,44,2.5,Old Town,0,1,7,7.3,1,183600
892,1430,2,2,3,1,6,2.3,Downtown,0,1,10,3.0,1,348800
893,1381,3,2,1,3,10,1.0,Riverside,0,1,8,1.5,0,301900
894,2180,5,3,3,2,23,5.0,Hillcrest,0,1,9,8.9,1,345000
895,1722,4,2,1,0,44,14.1,Green Valley,1,1,6,7.5,1,278000
896,1508,1,1,1,2,7,0.8,Hillcrest,0,0,8,3.7,1,285200
897,2490,2,1,1,2,54,1.6,Hillcrest,1,0,1,8.6,0,284500
898,1225,4,3,1,3,20,24.1,Hillcrest,0,1,8,4.7,1,204600
899,1105,3,2,2,2,44,1.5,Green Valley,0,1,6,9.0,1,182400
900,3227,4,4,2,1,10,2.9,Riverside,0,1,6,5.1,0,453800
901,1598,4,3,3,1,21,27.5,Old Town,1,0,5,5.4,1,220000
902,1501,4,2,1,1,48,17.2,Downtown,0,1,10,3.0,0,252800
903,1400,4,4,1,3,39,4.7,Riverside,0,1,7,5.4,0,257900
904,1725,4,3,2,1,8,10.1,Green Valley,0,0,9,8.1,0,317200
905,2231,2,1,2,0,54,6.0,Old Town,0,1,8,8.8,1,221800
906,2214,4,2,1,2,19,13.1,Hillcrest,0,1,5,5.4,0,296200
907,2099,3,2,2,2,5,4.3,Riverside,0,1,7,2.4,0,334700
908,1647,4,3,3,2,47,8.6,Lakeside,0,0,9,2.1,0,313400
909,980,1,1,1,2,8,0.5,Hillcrest,0,1,8,3.1,0,171600
910,1956,2,1,2,1,18,0.8,Downtown,0,0,3,7.7,1,314600
911,2635,3,3,3,1,4,3.8,Hillcrest,1,1,8,8.9,1,389200
912,2388,4,3,2,1,19,5.7,Hillcrest,0,0,9,9.7,0,368600
913,1707,3,3,2,0,2,7.9,Hillcrest,0,1,8,2.2,0,311800
914,2241,4,4,1,3,8,11.7,Old Town,1,1,6,3.6,0,303800
915,1588,1,1,1,0,16,0.5,Riverside,0,1,3,4.9,1,281500
916,1770,1,1,1,3,3,10.4,Lakeside,0,1,10,3.2,0,362200
917,1121,4,3,2,1,6,8.9,Riverside,1,1,10,6.6,1,292300
918,1627,6,3,1,1,32,5.1,Downtown,0,0,3,5.1,1,336500
919,1877,3,3,1,2,23,5.8,Hillcrest,1,1,2,1.4,0,301600
920,1707,3,2,3,1,56,6.1,Lakeside,0,0,10,7.6,0,275300
921,2223,3,2,2,1,3,5.7,Riverside,0,1,6,8.8,1,319600
922,2836,4,3,2,0,46,11.5,Old Town,0,1,9,8.6,0,290800
923,2527,3,2,2,2,0,0.5,Riverside,0,0,1,2.8,1,399200
924,1632,3,3,2,1,34,13.5,Lakeside,0,1,5,7.5,0,257600
925,1398,4,3,2,1,22,6.8,Lakeside,0,1,4,5.7,0,258700
926,1441,1,1,1,0,45,40.0,Downtown,1,1,5,2.1,0,147900
927,1262,5,4,1,2,49,2.7,Old Town,1,1,8,8.3,0,255300
928,1819,4,4,3,3,44,3.9,Riverside,0,1,7,5.0,0,320200
929,2032,5,5,1,0,45,3.6,Riverside,0,1,6,2.8,0,300000
930,1901,4,2,1,2,59,6.9,Downtown,0,0,8,4.3,0,299100
931,1907,4,4,2,3,24,27.7,Old Town,0,1,5,4.8,0,239800
932,1887,3,2,2,0,14,0.5,Downtown,1,1,10,9.5,0,314200
933,1727,4,3,1,0,59,10.6,Lakeside,1,0,5,9.1,1,256800
934,1392,4,3,1,1,24,5.2,Green Valley,0,0,6,7.7,0,235300
935,2749,3,3,2,2,46,1.6,Downtown,0,1,9,3.4,0,409900
936,2376,4,4,1,2,28,7.2,Green Valley,0,1,10,9.1,0,357000
937,1300,3,2,2,2,48,10.5,Lakeside,0,1,10,1.1,0,250600
938,1302,6,5,1,2,11,3.4,Lakeside,0,1,4,5.1,0,341800
939,1478,4,4,2,1,53,3.5,Old Town,0,1,2,9.0,0,161200
940,1818,5,4,1,1,32,1.5,Old Town,1,1,7,4.0,0,264100
941,2492,5,3,3,2,36,5.4,Riverside,0,0,1,2.7,0,349700
942,2358,4,4,1,3,24,1.7,Green Valley,0,1,1,6.2,0,355500
943,2387,5,3,1,1,21,12.9,Hillcrest,0,1,9,3.3,0,340000
944,2398,4,3,1,2,43,3.1,Riverside,0,1,5,3.1,0,354900
945,2409,3,3,2,1,24,19.5,Downtown,0,0,7,8.4,0,346000
946,2205,6,5,1,1,11,0.5,Downtown,0,1,9,3.0,0,463100
947,2050,4,4,1,0,21,0.5,Old Town,1,1,3,2.0,1,281400
948,1735,4,4,1,3,46,0.5,Downtown,0,1,8,6.7,1,350900
949,841,6,4,1,0,38,3.5,Hillcrest,0,0,3,2.1,1,158500
950,1729,4,4,3,2,45,1.3,Green Valley,0,1,2,4.1,0,244300
951,2791,1,1,2,2,16,6.2,Downtown,0,0,4,3.0,0,399100
952,1503,4,3,1,0,12,4.5,Old Town,1,1,3,3.7,1,209300
953,1456,4,4,1,1,3,4.4,Green Valley,0,0,8,8.1,1,327000
954,2360,4,2,1,1,51,14.2,Riverside,0,1,2,8.7,0,274200
955,1844,6,5,1,3,41,23.3,Hillcrest,0,1,3,6.8,0,216200
956,1536,4,3,1,2,53,8.5,Lakeside,0,1,9,1.5,1,333200
957,2657,6,6,2,1,38,3.3,Downtown,0,0,3,2.6,0,490000
958,2143,4,3,2,3,31,7.4,Riverside,0,1,1,8.2,0,315400
959,2217,6,6,1,2,10,7.4,Riverside,0,0,3,7.4,0,364400
960,1489,3,3,2,2,56,4.9,Hillcrest,0,1,1,8.9,1,230400
961,2073,2,2,2,1,36,8.3,Green Valley,0,1,9,6.3,0,285600
962,2007,3,3,1,0,8,12.5,Riverside,0,0,4,2.4,0,309700
963,2227,5,4,1,1,52,0.5,Hillcrest,1,1,6,5.4,1,317400
964,2432,5,4,1,0,7,1.3,Downtown,0,0,7,1.6,0,440200
965,2419,4,2,2,3,18,19.9,Old Town,1,1,4,3.6,1,270100
966,1894,3,2,2,1,49,5.9,Riverside,0,1,7,6.0,1,292300
967,2179,3,3,2,2,46,10.6,Hillcrest,1,1,4,3.3,0,309100
968,1170,1,1,2,1,54,10.7,Hillcrest,0,0,5,3.4,1,153100
969,2154,3,3,2,1,49,5.7,Lakeside,0,0,9,6.7,1,360200
970,2176,3,2,1,0,51,1.0,Lakeside,0,1,8,4.3,0,343700
971,1586,6,4,2,1,15,12.4,Green Valley,0,0,10,2.4,0,291300
972,1374,3,2,2,2,16,16.2,Old Town,1,1,7,9.5,1,152200
973,1768,4,4,1,2,57,0.9,Riverside,0,1,4,8.4,0,226500
974,1133,3,3,2,1,20,0.9,Old Town,0,0,7,8.1,0,175100
975,1987,1,1,2,0,35,19.3,Green Valley,0,0,10,4.2,0,264200
976,1962,3,2,2,1,39,1.2,Green Valley,0,1,3,7.3,0,253600
977,1278,4,2,3,2,41,4.4,Hillcrest,0,1,7,1.8,0,219500
978,1826,4,3,1,2,19,1.1,Old Town,0,0,1,4.6,0,234100
979,2387,5,4,2,2,56,0.7,Old Town,1,1,2,2.6,0,310100
980,2384,3,2,2,2,46,0.5,Green Valley,0,1,5,2.4,0,341400
981,2356,4,4,2,2,33,3.5,Hillcrest,1,1,7,7.2,0,369600
982,1717,4,2,2,0,44,1.3,Green Valley,0,1,3,5.6,0,244300
983,1614,4,2,1,1,53,20.5,Green Valley,0,1,4,4.6,0,199100
984,1585,2,2,2,2,42,13.3,Riverside,0,0,1,8.8,1,196000
985,2126,5,5,2,1,13,20.0,Old Town,0,1,2,7.3,1,274500
986,3094,4,4,1,1,54,8.9,Hillcrest,0,0,10,3.8,0,404500
987,2573,4,3,1,2,5,12.9,Old Town,0,1,3,7.5,1,360000
988,2672,2,2,2,2,11,9.1,Hillcrest,0,1,5,4.5,0,343600
989,2542,5,3,2,1,13,1.4,Green Valley,0,1,9,5.0,1,448100
990,913,4,3,1,1,10,6.3,Hillcrest,1,1,1,3.9,0,200400
991,1690,2,2,2,2,26,0.5,Downtown,0,1,7,9.5,0,308600
992,1562,4,2,1,0,21,7.1,Hillcrest,0,0,4,7.6,0,199100
993,2487,2,2,3,1,53,0.9,Downtown,0,0,9,5.0,1,392700
994,2729,2,2,2,3,18,0.5,Downtown,0,1,4,2.8,1,457100
995,1435,4,2,1,2,14,4.4,Old Town,0,1,6,1.9,1,241000
996,1821,4,4,2,1,34,2.7,Downtown,0,1,2,8.2,0,311900
997,2106,3,2,1,1,38,14.4,Lakeside,1,0,9,2.6,1,378900
998,1531,2,2,1,2,59,8.1,Green Valley,0,1,4,8.2,0,234400
999,1454,3,3,2,2,49,1.7,Hillcrest,1,1,10,3.2,1,271700
1000,1427,2,2,1,1,6,5.2,Old Town,0,1,5,4.7,0,202400
1001,2287,2,2,1,1,45,13.1,Downtown,0,0,8,7.7,0,305100
1002,1300,2,2,2,3,28,21.3,Hillcrest,1,1,7,4.4,1,204100
1003,2424,4,3,2,2,49,0.5,Hillcrest,0,1,6,6.1,1,326100
1004,1848,4,3,2,2,48,5.2,Old Town,0,1,9,2.4,1,283900
1005,2213,3,3,3,2,41,3.4,Lakeside,0,0,3,2.2,0,377700
1006,2650,4,3,1,1,18,8.7,Green Valley,0,1,7,9.3,0,410300
1007,1432,2,2,2,2,2,4.1,Riverside,1,0,7,5.1,0,259400
1008,1351,5,5,1,1,50,18.2,Lakeside,0,0,7,5.8,1,257800
1009,2035,4,4,2,1,56,8.9,Old Town,1,0,2,6.0,0,239100
1010,1233,2,2,2,2,0,0.5,Lakeside,0,1,7,5.3,0,311000
1011,1398,3,2,2,2,4,1.3,Lakeside,0,1,5,9.3,0,317600
1012,1738,3,3,1,2,25,16.4,Green Valley,0,1,7,2.7,1,257100
1013,1886,5,4,2,2,32,1.1,Riverside,0,1,6,9.5,0,306100
1014,1116,4,3,2,0,27,10.0,Downtown,0,0,10,5.8,0,223500
1015,1590,2,1,2,1,37,5.6,Old Town,0,0,7,1.6,1,165900
1016,2120,4,4,1,2,14,26.9,Lakeside,0,0,10,2.2,1,396200
1017,2539,2,1,1,1,58,1.1,Riverside,1,1,1,3.9,1,318100
1018,722,3,2,1,1,5,4.7,Downtown,0,1,10,8.4,0,212400
1019,2517,4,2,1,1,17,3.1,Hillcrest,0,1,9,6.1,0,327000
1020,2284,2,2,2,1,59,4.7,Lakeside,0,1,9,7.0,0,333800
1021,1204,4,4,3,3,47,2.7,Old Town,0,0,8,4.2,0,221600
1022,993,3,2,1,2,21,18.6,Lakeside,0,1,9,9.8,0,225900
1023,2029,2,2,2,3,48,3.9,Hillcrest,0,1,8,7.6,0,262600
1024,1570,5,4,1,1,18,7.6,Downtown,0,1,7,6.5,0,276500
1025,1875,4,2,1,2,22,6.8,Green Valley,0,1,10,5.6,0,320800
1026,2272,3,2,1,2,24,10.7,Green Valley,0,0,3,8.2,1,290000
1027,1596,2,2,2,2,36,14.4,Old Town,0,0,8,4.0,1,214500
1028,1889,3,2,1,2,22,1.8,Hillcrest,0,0,5,4.1,0,263600
1029,2060,4,4,1,2,10,3.4,Riverside,0,0,8,3.3,0,333800
1030,2287,5,4,2,2,56,3.5,Old Town,0,1,7,1.1,0,285800
1031,2765,3,2,1,2,33,4.0,Green Valley,0,1,9,1.0,0,461500
1032,2732,1,1,2,0,40,6.7,Downtown,0,1,5,9.6,0,331900
1033,1932,1,1,2,2,45,13.3,Green Valley,0,1,8,7.2,0,273900
1034,1671,2,2,2,0,4,5.6,Lakeside,0,1,2,1.9,0,294400
1035,3100,4,3,1,2,21,13.4,Old Town,0,0,7,8.5,0,293800
1036,2151,2,1,2,2,43,6.1,Old Town,0,0,2,3.1,1,205100
1037,2034,4,3,2,1,23,23.3,Riverside,1,0,4,6.9,0,281500
1038,1197,1,1,1,0,58,2.5,Old Town,0,1,7,2.3,0,132100
1039,2226,3,2,1,3,27,0.6,Riverside,0,1,5,2.7,0,343500
1040,1375,4,4,1,0,37,3.7,Lakeside,0,0,4,2.4,0,239100
1041,1549,4,4,2,2,32,8.9,Hillcrest,0,1,8,9.5,0,223000
1042,1069,1,1,3,1,55,10.4,Green Valley,0,0,7,2.6,0,156300
1043,1516,2,2,2,2,2,13.0,Green Valley,0,1,5,9.1,0,220600
1044,1834,2,2,2,1,8,5.3,Lakeside,0,1,7,9.3,1,336800
1045,979,3,3,2,3,53,9.4,Lakeside,0,0,10,5.0,0,196000
1046,1310,3,2,1,0,18,2.9,Old Town,0,1,1,4.5,1,192900
1047,1757,4,2,3,3,48,11.6,Green Valley,0,0,2,6.5,1,253400
1048,1109,2,2,2,2,43,0.9,Old Town,0,1,9,7.8,1,156900
1049,1115,2,2,1,0,15,19.8,Riverside,1,0,9,1.2,1,205400
1050,1345,3,2,2,0,59,11.5,Lakeside,0,0,2,3.1,0,191900
